"Subject","Day","Rep","Treat","Control_batch","Glucose","Galactose","Fructose","Xylose","Arabinose","Fucose","Rhamnose","GlcA","GalA","GlcNAc","GalNAc","Mannose","Allose","Ribose"
"Sub2","d1","B","Ctl-S",1,0.0302765375230016,0.0168796961601569,0,0.00315405100735232,0.00287654529938861,0.00364868493467373,0.0167852132841808,0.00116503660740371,0,0.000519180464566035,0,0.00816788904682285,0,0.0137854781821133
"Sub2","d1","C","Ctl-S",1,0.0295498639356899,0.0210979172252891,0,0.0022757024584179,0.00228181595676614,0.00422924665270536,0.0160162311626131,0,0,0.000540870906394865,0,0.00810695348891905,0,0.0119063438099618
"Sub2","d2","A","Ctl-S",1,0.0338882073741455,0.0252612905664533,0,0.00169686912734357,0.00242446182370512,0.00376925399248681,0.0259449585159541,0.00345159723146996,0,0,0,0.0157718787097688,0,0.0201603622318275
"Sub2","d2","B","Ctl-S",1,0.0172777313728337,0.0137828565497747,0,0.00147282765678087,0.00190002914752429,0.00254205446095406,0.0175629431653235,0,0,0,0,0.00291447457196541,0,0.0164369270975077
"Sub2","d2","C","Ctl-S",1,0.0262490977390108,0.0223907112729331,0,0.00425025496310528,0.00379732965339943,0.00400048225956492,0.0168414503110997,0.00139464420707906,0,0,0,0.00790087619781465,0,0.0135181080875226
"Sub2","d3","A","Ctl-S",1,0.0480225787754891,0.0537821251236935,0,0.00373283633677815,0.00375198556265566,0.0095150860202333,0.0538596827692715,0.00806167826384215,0,0.00106920459124887,0.00193577028792757,0.0212593606492879,0,0.00591920006423475
"Sub2","d3","B","Ctl-S",1,0.0400048429525905,0.0332404287903481,0,0.00150603301017091,0.00256987810110048,0.006128332313747,0.0318442991603623,0,0,0,0,0.0136348991101715,0,0.00439757267260755
"Sub2","d3","C","Ctl-S",1,0.0290305785794918,0.026210809644473,0,0.00484347948398101,0.00208267133833733,0.00315792166110537,0.017344982231893,0.000585910261967545,0,0,0,0.00787894004628995,0,0.010498402425927
"Sub3","d0","A","Ctl-S",1,0.0497851532496554,0.036960099391575,0,0.00601239568262205,0.00951423900974225,0.0062528611085721,0.009263302668281,0.00206002374045648,0,0.00117475964226364,0,0.0179567324741781,0,0.0509814516400505
"Sub3","d0","B","Ctl-S",1,0.0470590241861467,0.0314702894071454,0,0.0053592527694639,0.00866640980797705,0.00529999310548785,0.00986233109133535,0,0,0,0.00083044922020239,0.0202893454212829,0,0.0485355535160668
"Sub3","d0","C","Ctl-S",1,0.0415025170419249,0.02791992138622,0,0.00583280569937055,0.0085202659418159,0.00543345388499055,0.00964634237179775,0,0,0.00165938997838051,0.000926544706945425,0.0183060523667634,0,0.0520306488865125
"Sub3","d1","A","Ctl-S",1,0.371316131856937,0.0233703734549054,0,0.00303144378504985,0.0068945559178522,0.00316972452274315,0.0113253689641516,0,0,0.00085964771761214,0.000374167097482919,0.0191229271169037,0,0.0257151315549788
"Sub3","d1","B","Ctl-S",1,0.0372518670079921,0.0228923395802421,0,0.00405545564662818,0.0059000716787787,0.00366805671364828,0.00911757572829255,0,0,0.00111787675232204,0,0.00967272955843905,0,0.0167878560414393
"Sub3","d1","C","Ctl-S",1,0.0358597991891815,0.0247535386115479,0,0.00314458574535256,0.00695568908362895,0.00432245940220945,0.0087414265560677,0.00209418845714068,0,0,0,0.00914275835160645,0,0.0128895544352542
"Sub3","d2","A","Ctl-S",1,0.0487016579106731,0.0334360705382126,0,0.00714357649406645,0.0095150651593696,0.0068056016729731,0.0134574239271955,0,0,0.00067817166007902,0.00227492625756855,0.0114735262046948,0,0.0242433525752901
"Sub3","d2","B","Ctl-S",1,0.0426931308223072,0.032205796559232,0,0.0052288067545322,0.0069260701783823,0.00450348905042332,0.0102481585460822,0,0,0,0,0.0101631497970177,0,0.0183275622910447
"Sub3","d2","C","Ctl-S",1,0.0377392164343877,0.0274651505011206,0,0.00432039001032784,0.0062933156080405,0.0050288794186009,0.0116513692581196,0,0,0,0,0.0140008562193707,0,0.0186107999651391
"Sub3","d3","A","Ctl-S",1,0.0382219040501925,0.0295755182228574,0,0.0056362588817371,0.006297898626276,0.00386441970556402,0.0105983182381232,0,0,0,0,0.0138596004189723,0,0.0239667930231196
"Sub3","d3","B","Ctl-S",1,0.0415904357245215,0.0304449930196145,0,0.0040826432656385,0.005298303380316,0.00378929756968635,0.00958482676702265,0,0,0,0.000519372911792085,0.0111179902821887,0,0.0199606317731305
"Sub3","d3","C","Ctl-S",1,0.0448226630208727,0.033351644027707,0,0.00302636978150163,0.00576362580291285,0.00451008291243651,0.0106240269077674,0,0.00137790850595122,0,0,0.0213726234307929,0,0.0208219622605898
"Sub4","d0","A","Ctl-S",1,0.0336358718221106,0.0361965097600662,0,0.0119739065251076,0.00744716007222775,0.00449432977002228,0.0076938586328247,0,0,0,0,0.015892103708613,0,0.0497415148497765
"Sub4","d0","B","Ctl-S",1,0.0456049842148804,0.0432042518999377,0,0.0155602311561678,0.00789641557149465,0.00486901196351358,0.00851318587330765,0,0,0.00112117786792698,0.000537339171366965,0.0224648265790831,0,0.0521927911067605
"Sub4","d0","C","Ctl-S",1,0.0597066920417495,0.0395053945880263,0,0.0161812336654012,0.0108255442507342,0.00490703970244767,0.0104108524209506,0,0,0.000842697424098025,0,0.034351977801639,0,0.0661086715105775
"Sub4","d1","A","Ctl-S",1,0.0257488176404391,0.0344019219255891,0,0.0118172588958377,0.0091131396941496,0.00447228198367456,0.0126966065471187,0,0,0.0007608816831747,0.00103678889389357,0.0167549030091746,0,0.018203337081769
"Sub4","d1","B","Ctl-S",1,0.0199679512844096,0.0274726082251843,0,0.00738142668108945,0.0060746632760716,0.00142269874059525,0.00944257308294195,0,0,0,0,0.0162520492827213,0,0.0108875606488365
"Sub4","d1","C","Ctl-S",1,0.0225175825561972,0.0286336508408674,0,0.0088576594123523,0.00441513010277202,0.00229484155957639,0.0115562716401487,0.00332645033470833,0,0,0,0.0261852729444879,0,0.0164973674201549
"Sub4","d2","A","Ctl-S",1,0.0259831072353423,0.018287947811972,0,0.006736905801687,0.0037199873524684,0.00170139107057196,0.0120580591966327,0,0,0,0,0.0247707414879733,0,0.0149368482044988
"Sub4","d2","B","Ctl-S",1,0.0214254164034771,0.0267283235777005,0,0.0074805757910596,0.0050395574751559,0.00227434663419494,0.0156849153977174,0,0,0,0,0.0214700129166474,0,0.0161344086235557
"Sub4","d2","C","Ctl-S",1,0.0211448870141448,0.0207938015764828,0,0.0078981765671513,0.0045981482002555,0.00173060138560486,0.0123219416831336,0.0049248178720757,0,0,0,0.0214543582488778,0,0.0143756088072727
"Sub4","d3","A","Ctl-S",1,0.056084090129682,0.0274337479102587,0,0.00515816766648045,0.00257655237579482,0.00283594306506027,0.0288705545089479,0,0.00260568427207693,0,0,0.0146084870855568,0,0.0101736209067332
"Sub4","d3","B","Ctl-S",1,0.0709316642120425,0.0268093755522663,0,0.00625399635307135,0.00286467240890818,0.00332600820884797,0.0351451735752551,0,0.000407325605008486,0,0,0.0174805410273486,0,0.0131949357961532
"Sub4","d3","C","Ctl-S",1,0.055093019499163,0.0271414878341504,0,0.00685236995790765,0.00314622867382406,0.00245394054338213,0.0334812177652652,0,0.00349158752799931,0,0,0.0185623812616117,0,0.0108074932624774
"Sub5","d0","A","Ctl-S",1,0.0237841114903983,0.0353948694472862,0,0.00455365424433854,0.00546036315505585,0.00808487864970785,0.00850554358735885,0,0,0.0028804681735009,0.00299141349372507,0.0163323787612162,0,0.061733465151699
"Sub5","d0","B","Ctl-S",1,0.0239464244131089,0.0304888944285632,0,0.00688874029843145,0.00359625112173289,0.0080862542205122,0.00670784399160985,0,0,0.000881641161755715,0,0.0266605288541811,0,0.0727672568572205
"Sub5","d0","C","Ctl-S",1,0.0216242459759874,0.0290739213151851,0,0.00289771961026273,0.00366883557164848,0.0059650607933815,0.00730773211350005,0,0,0.000578108001806865,0,0.0188318695927917,0,0.072424568001598
"Sub5","d1","A","Ctl-S",1,0.0211472545307725,0.0211335662894573,0,0.00265132911646436,0.0037790512487733,0.00659808720446925,0.008173012226704,0,0,0.000496259964809114,0.000416961498731078,0.0112626042164824,0,0.0120639229708156
"Sub5","d1","B","Ctl-S",1,0.0166591471307981,0.0220706568978526,0,0.00278959984987415,0.00432466277733609,0.00616760890834875,0.0077427830739944,0,0,0,0.000584007597924085,0.0132944977107226,0,0.0125505260256978
"Sub5","d1","C","Ctl-S",1,0.0169417945149287,0.0222710222426156,0,0.00284112520701321,0.00404509333936687,0.0059421182509056,0.00818145730961765,0,0,0,0,0.0102573103172135,0,0.0128864879452201
"Sub5","d2","A","Ctl-S",1,0.0175069426705424,0.0218063059601767,0,0.00382786923797052,0.00237396448838972,0.0058213525741829,0.0088253842997971,0,0,0,0,0.0121731522324523,0,0.0117008562867778
"Sub5","d2","B","Ctl-S",1,0.0162664421473097,0.0232543906624852,0,0.0038050825614014,0.00390655217059554,0.0064584663370817,0.0089709352318077,0,0,0.00061248508714669,0,0.0139072139486899,0,0.013384659511244
"Sub5","d2","C","Ctl-S",1,0.0156873934228923,0.0226816518141349,0,0.00345477588646959,0.00378597054537362,0.00505675995555875,0.00878042376221145,0,0,0,0,0.0102831610884307,0,0.0143003681567531
"Sub5","d3","A","Ctl-S",1,0.0144630533640329,0.0240594824800086,0,0.00405277054516121,0.00215062213846864,0.0056250725079796,0.00774028031402695,0,0.000676004140474965,0.000506091719530605,0,0.011986692862355,0,0.0127824734729124
"Sub5","d3","B","Ctl-S",1,0.0185482931443205,0.0291627698363224,0,0.00490250625534084,0.00334146495535688,0.007792817153442,0.00885511916956535,0,0.000617208252701755,0,0,0.0112492228259642,0,0.0156345673059756
"Sub5","d3","C","Ctl-S",1,0.017260178214172,0.0272957880132246,0,0.0070047208232039,0.00308843833821241,0.0068179477895843,0.00847239547761035,0,0,0.00071756479901179,0,0.00684255624289155,0,0.01242423026352
"Sub1","d0","A","Ctl-S",2,0.0271665927659853,0.007168513391213,0.00269685856940473,0.00414688673761116,0.00447592441056336,0.00155370512800091,0.000467972559052926,0.000353729940419351,0.00254787740566501,0.00213255389276626,0.000400126709078969,0.000442456137998595,0,0.0154606762414325
"Sub1","d0","B","Ctl-S",2,0.0252650047492146,0.0064110284230659,0.00297836407062342,0.00374292635188693,0.00395909286112145,0.0014056220656108,0.000422429083951866,0.000313419819712636,0.00232305145102893,0.0020364259194567,0.000380836917379528,0.000400589450822431,0,0.0143531365429788
"Sub1","d0","C","Ctl-S",2,0.0267939373096156,0.00706068127510955,0.00289910647909614,0.00416142665846685,0.00422786335209675,0.00152000375361871,0.000469705067043755,0.00031895916117252,0.0024427106390194,0.00211573858047698,0.000334518502676044,0.000438297911472611,0,0.0155331264826706
"Sub1","d1","A","Ctl-S",2,0.00078035422684982,0.000660288765992625,0.0011889037283905,0.000431170287943069,0.000499733886723285,0.00092002153961824,0.000279105911242632,5.7678228006199e-05,7.36982865658965e-05,4.66204623774976e-05,2.52216817121518e-05,2.08348212160963e-05,0,0.00122251554096688
"Sub1","d1","B","Ctl-S",2,0.00069588308002986,0.000615595064937745,0.00106396782170144,0.000403717111120828,0.00055172431352161,0.000962367717712295,0.000255194342616814,8.1866334959568e-05,4.30298784417034e-05,7.0935673887379e-05,6.5818200783713e-05,2.27765440510567e-05,0,0.00140045433325936
"Sub1","d1","C","Ctl-S",2,0.000810995842149315,0.000621185098977265,0.00123794192887666,0.000410143605768942,0.000517999546413325,0.00094871940311267,0.000231925053773424,8.5284850054439e-05,6.5374139449286e-05,6.61239805628535e-05,4.69941447439045e-05,3.28280644668305e-05,0,0.00137416108634534
"Sub1","d2","A","Ctl-S",2,0.00124861853825297,0.000846479909722665,0.00107844058535039,0.00063500830342678,0.00051020151811363,0.00100691452379015,0.000306524990606962,6.88836585191405e-05,4.97755173496818e-05,0.000103757040934545,7.35807385123335e-05,2.93846012471544e-05,0,0.0014171404439107
"Sub1","d2","B","Ctl-S",2,0.00122173572905762,0.000825818155976335,0.00111289923907866,0.000680457930598385,0.000593554083792625,0.00113636204116807,0.000304059269802668,7.0616182061206e-05,5.80192761744355e-05,9.1953501595662e-05,7.1497804120383e-05,4.15938355558724e-05,0,0.00158100314815321
"Sub1","d2","C","Ctl-S",2,0.00134627902389126,0.00095266992611249,0.00124688452903662,0.000700459177574995,0.00063123517892039,0.00109330758431603,0.000265607326429573,8.6445783647137e-05,4.82403137198377e-05,0.000117000992159056,6.8554076260221e-05,4.57522684317068e-05,0,0.00182495778108584
"Sub1","d3","A","Ctl-S",2,0.00143211276608625,0.000969769885065795,0.00118928704857301,0.000834143871765235,0.00060359655251075,0.00119814397607295,0.000287167886775805,8.60790873801765e-05,4.74900979359113e-05,0.000123745452361954,7.76053724346115e-05,3.18419818521888e-05,0,0.00137474204726841
"Sub1","d3","B","Ctl-S",2,0.00137105801010756,0.00097704137624332,0.00121996556470649,0.000825060928645495,0.000686148033389815,0.00115914719995646,0.000274907545849081,7.01748951468685e-05,5.18095169936e-05,8.98030388155835e-05,8.2413534085859e-05,4.83439697390041e-05,0,0.00169579221445222
"Sub1","d3","C","Ctl-S",2,0.00188419140215837,0.00086769458722186,0.00215812279745993,0.0008846379489517,0.000577913247053575,0.00109556224517018,0.000249092031738782,6.7566163312866e-05,1.26638371338005e-05,0.000131107075857466,6.7711501880895e-05,3.65879592134451e-05,0,0.00177770482039029
"Sub2","d0","A","Ctl-S",2,0.00350338093243921,0.00255094107442406,0.000390630823581689,0.00120222009697003,0.00179185705218435,0.000757107158136505,0.000206976990844293,7.3708784993886e-05,0.000390453873850682,0.00041360424468104,0.000336827853762099,0.000215537018316148,0,0.00819828102513435
"Sub2","d0","B","Ctl-S",2,0.00352622176711303,0.00261819630230998,0.0005059236163796,0.00137267222120017,0.00170420951921582,0.00080362209391279,0.000212797108369745,6.6818923071213e-05,0.000385597568469798,0.000410692554063054,0.000287419202747964,0.00017806460661957,0,0.00865110377554715
"Sub2","d0","C","Ctl-S",2,0.00369462182221336,0.00246235048913702,0.000455107097890956,0.00130041515786292,0.00169331198213266,0.00078959902204649,0.000209642565906369,6.26431910575815e-05,0.000400507308801173,0.000402578521372786,0.000247130062105444,0.000196844948720297,0,0.00910932265004085
"Sub2","d1","A","Ctl-S",2,0.00196382933150192,5.6287685825302e-05,0.000342448466854009,3.10219400689361e-05,4.28881745833523e-05,0.000212439497354654,4.18513200338065e-05,0,8.67307451387065e-06,6.7751521131471e-05,7.94777400998745e-06,2.06450533362164e-05,0,0.0005523762953623
"Sub2","d1","B","Ctl-S",2,0.00149285713942614,4.9712334997699e-05,0.000356707661422524,2.94390862072341e-05,3.44252192598874e-05,0.000172847621038968,2.48537668311969e-05,0,3.22094444338626e-05,4.50623154418376e-05,4.13902321986526e-06,2.4693048719297e-05,0,0.000355117477309029
"Sub2","d1","C","Ctl-S",2,0.000376464707945848,8.21922429611075e-05,0.000738058648341595,0.000360605993465931,0.000111337840963244,0.000300924292763915,3.4695349664869e-05,0,3.24845842667642e-05,0,1.17900993195328e-05,1.65286365968358e-05,0,0.00088263390544786
"Sub2","d2","A","Ctl-S",2,0.00119388529357981,0,0.00067980897758422,0.00014697569209866,7.98035784746675e-05,0.000567952088352575,5.8883349446102e-05,0,4.24915527388605e-05,0,2.40915501162165e-06,1.45129792704858e-05,0,0.000202215920092625
"Sub2","d2","B","Ctl-S",2,0.00128508219480163,0,0.0005612567725198,8.6292312653963e-05,6.3566842113453e-05,0.000602626882583045,3.40378159475447e-05,0,4.12273610593905e-05,0,2.50926174870132e-06,2.11761210766603e-05,0,0.000150598723160306
"Sub2","d2","C","Ctl-S",2,0.00118658935347894,0.000178372606974175,0.00129086617764768,0.0008806793751543,0.000188361267639594,0.000368237466068177,6.16773323545525e-05,0,4.05140837219021e-05,0,1.18490893830749e-05,3.79075172338906e-05,0,0.00164390075830739
"Sub2","d3","A","Ctl-S",2,0.000462898058171679,7.86600912535005e-05,0.000415163973726207,0.000237554636021609,0.000140252746088913,0.00078869910753627,0.000123435209675031,2.89565774025849e-05,6.68732070493745e-05,0,5.1891035532175e-06,1.82848244953181e-05,0,0.000379725317299627
"Sub2","d3","B","Ctl-S",2,0.00079037590587734,0.000120925647391662,0.000504494786915395,0.000164551465442967,0.000117154358454965,0.00083074768870323,7.6862088997815e-05,0,2.37049134683503e-05,0,2.19981793669685e-06,1.45258631904767e-05,0,0.000167702704489591
"Sub2","d3","C","Ctl-S",2,0.000300114836024636,0.000168846646319749,0.000552539719468985,0.00089787192946643,0.000185229582447157,0.000237381474455639,6.98230211534175e-05,0,2.52547691841899e-05,0,3.67905383367465e-06,1.68172253129607e-05,0,0.00126910693452221
"Sub3","d0","A","Ctl-S",2,0.00423588052981353,0.00177944711164083,0.000283257947109109,0.000490245932678896,0.00098602094460589,0.000470368130171616,9.90871316414925e-05,0.000129020572626299,0.000324568621709449,0.000365124134277113,0.000157692193863171,0.000149261704396623,0,0.00550559991637005
"Sub3","d0","B","Ctl-S",2,0.00336021378122204,0.001855781697551,0.000303843108458456,0.000525661350289775,0.00086729360984386,0.000450457835938213,8.32860186040605e-05,0.000157261901760166,0.000370015100315003,0.000319848111107845,0.000124997812209664,0.000122046861494143,0,0.0052354951752593
"Sub3","d0","C","Ctl-S",2,0.0063204800215597,0.00312908498638046,0.000491319326070054,0.00088798234832398,0.00155741213582918,0.0008542025728333,0.000130399145440218,0.000266356118141607,0.00060506815157435,0.000476995657326059,0.000281461495415454,0.000186312834478489,0,0.007890974476501
"Sub3","d1","A","Ctl-S",2,0.00020835527714467,0.000155325471801459,0.000852037554042115,0.000173894621793989,0.000107049619216745,0.000688124034816125,2.63785998941267e-05,7.79175032644945e-05,1.79420875954469e-05,0,2.76982935699094e-05,9.81179840749105e-05,0,0.0005069511732347
"Sub3","d1","B","Ctl-S",2,0.000320788011405951,0.000181610480833656,0.00125079598780666,0.000202639878314988,0.000136501300776164,0.00062376655661124,4.83815096958584e-05,9.50564883848595e-05,2.28972705314417e-05,0,3.62971322028257e-05,1.5775726973353e-05,0,0.000572001356548685
"Sub3","d1","C","Ctl-S",2,0.000316446536597321,0.000215858222662861,0.00120920885093455,0.000307070338012158,0.000174948232274258,0.000607726678154505,4.70220385705672e-05,0.000102043355340478,3.61043611307919e-05,0,3.11943610368971e-05,3.24872013892226e-05,0,0.000960258678604415
"Sub3","d2","A","Ctl-S",2,0.000379302057361597,0.000292029412826827,0.000786623998403795,0.00066867346017165,0.00025350322644054,0.00084959793127502,6.49220543116125e-05,9.4763048910537e-05,3.64489369560095e-05,5.5421935644435e-05,2.90189644076965e-05,5.07306040552275e-05,0,0.00118737607300822
"Sub3","d2","B","Ctl-S",2,0.000476358048968523,0.000452920649503252,0.00147162550926698,0.00093686681306124,0.000239379631826743,0.000716645715844995,7.85361734288975e-05,0.000132572881636772,3.70352182320719e-05,0.00010155226669704,2.61802765433606e-05,3.20668531840201e-05,0,0.00134334827629324
"Sub3","d2","C","Ctl-S",2,0.000378255710595673,0.000245805750691505,0.00086830089386501,0.000658933746171125,0.000216748739219892,0.00052240757507757,5.8677280228873e-05,5.60008615400095e-05,3.2537914842759e-05,0,2.24943257455567e-05,4.89098584496181e-05,0,0.00106649999623261
"Sub3","d3","A","Ctl-S",2,0.000421044285464301,0.000302286515094956,0.00109101789742288,0.000929803578813875,0.000260955447898589,0.000805847600285255,4.92687905760963e-05,7.6482637958271e-05,1.9464696176995e-05,5.89532226395855e-05,2.59432905281897e-05,5.4119426555083e-05,0,0.00110882824581515
"Sub3","d3","B","Ctl-S",2,0.000547424392328655,0.000452604242552455,0.0011700183406504,0.00118831861232853,0.000297724830721019,0.000566410563597975,9.50571466415225e-05,6.9835845847554e-05,4.67759819755432e-05,8.61922648661585e-05,3.40533166305827e-05,4.27028301257727e-05,0,0.00158681370678858
"Sub3","d3","C","Ctl-S",2,0.000276533369541808,0.000179174857175605,0.000669942397201085,0.000702644974645825,0.000158830422620027,0.000314486760998442,3.46896492162852e-05,5.42353487327905e-05,1.72882980612054e-05,0,1.25902056067608e-05,3.69478254064192e-05,0,0.00078129086855978
"Sub4","d0","A","Ctl-S",2,0.0111908146519602,0.00288658857462226,0.000534870612709765,0.00210321070709493,0.00162808489067507,0.00074022302037784,0.000226502531287185,0.000382856055039253,0.00098155035369422,0.000399388688524305,3.29810258834668e-05,0.000404832100251202,0,0.0087353308110495
"Sub4","d0","B","Ctl-S",2,0.00629932295458675,0.00190470287272076,0.000303753194518745,0.00121638995101616,0.000896784779112465,0.000402844933801379,0.000161686248881458,0.000179812039012606,0.00058200713743714,0.00022396783710302,5.0239959363013e-05,0.000340365798897355,0,0.00735577700237725
"Sub4","d0","C","Ctl-S",2,0.0106991278813481,0.00281560124174481,0.000510704810596285,0.00191091928366102,0.00152814772095065,0.00071364665457091,0.000226114261532197,0.000364261027741569,0.000951435828860415,0.00038022221545068,4.82847152186384e-05,0.000409325652916653,0,0.0097818465962081
"Sub4","d1","A","Ctl-S",2,0.00069281711234301,0.000125786225230147,0.000321924310962315,4.96431374123382e-05,9.08379869069355e-05,2.14602474584489e-05,4.21253742274405e-05,0.000154438665619117,1.65639545258139e-05,5.0203703662263e-05,5.4057055148289e-06,5.27836635642815e-05,0,0.000963419173224185
"Sub4","d1","B","Ctl-S",2,0.00066538167772574,0.00012756317344381,0.000226618860327879,5.403532841675e-05,9.22752375876935e-05,2.51243584290065e-05,4.22869039290006e-05,0.000153099348136386,1.35065040170113e-05,4.98780999780339e-05,8.2090275331143e-06,3.22588378329443e-05,0,0.000747181652341615
"Sub4","d1","C","Ctl-S",2,0.00062246085011633,0.00014059002908674,0.000214775898429137,5.6553106222428e-05,8.54419526241685e-05,2.7732079968568e-05,4.12502576267978e-05,0.000121437116684058,1.38441391993241e-05,5.25179303687315e-05,4.94222094107749e-06,3.3940593876444e-05,0,0.000652635983597985
"Sub4","d2","A","Ctl-S",2,0.00116062983082398,0.000139356345765841,0.000259054747355724,1.75280215504651e-05,5.42328059935455e-05,1.84701000327445e-05,5.77966567992385e-05,6.61207576965245e-05,7.1700760036423e-06,6.86790379949045e-05,2.89975614869208e-06,5.74093142470795e-05,0,0.00042519591229493
"Sub4","d2","B","Ctl-S",2,0.00136461606216589,0.000115314541295391,0.000186994494734187,2.08241288324668e-05,6.58483199197805e-05,2.10852016902562e-05,5.0120045985125e-05,7.0422998182256e-05,1.91542949588203e-05,5.79104477168705e-05,5.9855118080273e-06,5.4881982487335e-05,0,0.000294220176810554
"Sub4","d2","C","Ctl-S",2,0.00115848757360686,0.000113953178247962,0.000222559937418999,1.90766432510232e-05,5.62251508154295e-05,1.87971973094184e-05,4.9503948749383e-05,6.9906390803045e-05,1.29688636059742e-05,5.39424536236975e-05,6.7891878789542e-06,4.07312701611654e-05,0,0.000266840112822981
"Sub4","d3","A","Ctl-S",2,0.00345967887870118,0.000184392740049579,0.000248104273417982,1.49040212084201e-05,5.7820440519875e-05,1.90331958628137e-05,4.39994289081511e-05,0,1.24969814316293e-05,0,2.44785005347303e-06,4.18114013144517e-05,0,0.000312342969296746
"Sub4","d3","B","Ctl-S",2,0.00316340726543667,0.000106473505543084,0.000253746790408258,1.19014790771846e-05,6.4098057739251e-05,2.13190663325837e-05,4.54881282499591e-05,0,8.84984483359145e-06,0,0,5.16991912893485e-05,0,0.000237093170489937
"Sub4","d3","C","Ctl-S",2,0.00341685696477121,0.000147842033495656,0.000233203924295889,1.33473892307016e-05,5.48384250041945e-05,2.01042276955978e-05,4.09602676166375e-05,0,1.00876323643449e-05,0,6.13005225722725e-06,4.56469576039868e-05,0,0.000309237386959072
"Sub5","d0","A","Ctl-S",2,0.00186017949479576,0.00328361038086835,0.000160677270534449,0.000253180804735529,0.000556524554166015,0.000654862772025195,9.3667987904342e-05,0.000143327139076285,0.000301362558190915,0.00095824054360064,0.000387710811877253,0.00044015212549408,0,0.0120290344317042
"Sub5","d0","B","Ctl-S",2,0.00210634927970211,0.00326546499979489,0.000145698370603052,0.000306014543121326,0.000614494353095575,0.000817572257513,7.0340236334112e-05,0.000134159909948727,0.000222341503104751,0.00085618887931907,0.000503489989213585,0.000205962148468595,0,0.0071147793047381
