"Subject","Day","Rep","Treat","Control_batch","Acetic Acid","Propionic Acid","Butyric Acid","Lactic Acid","Isobutyric Acid","Valeric Acid","IsoValeric Acid","2-MethylButyric Acid","Caproic Acid","2,2-DimethylButyric Acid","2-MethylValeric Acid","3-MethylValeric Acid","4-MethylValeric Acid","Succinic Acid","Indole-3-Propionic Acid","Indole-3-Butyric Acid","indole-3-Acetic Acid","Indole-3-Lactic Acid"
"Sub1","d3","B","Ctl-S",1,104.482999525441,26.7755327741124,13.8725023459876,10.2498775990487,1.0840926311312,2.28818739447774,2.17642332653859,0.103891903868699,0,0,0,0,0.00183293876818138,99.9786616991316,0.0141233285963105,0.00146944005373307,0.0121391949666392,0
"Sub1","d3","C","Ctl-S",1,109.837104325186,30.5671785686446,15.7723751369322,10.878033494859,1.11371364677381,2.67892843527601,2.13755285787495,0.0844955870241382,0,0,0,0,0.00168914735096954,108.630659220805,0.0117933825178697,0.00230535822337545,0.00819550849137806,0
"Sub2","d0","A","Ctl-S",1,5.88194880902926,7.42248019393521,5.74464001751035,1.53498453988116,1.08408029252904,4.07705308603659,1.49966289087604,0.093310102000614,3.33076508010366,0,0,0,0.00120523182418958,17.5575705119859,0.0123591812060889,0.00426620484967567,0.0196867463747648,0
"Sub2","d0","B","Ctl-S",1,3.5185601309149,6.86013459570351,5.75183588931208,1.32782169106777,1.03499738136007,4.00449449810583,1.39508352917824,0.0882400230005981,3.24426762037351,0,0,0,0.00128737587506948,15.7427270511893,0.0126779981284679,0.0019123056183998,0.0189254289649682,0
"Sub2","d0","C","Ctl-S",1,7.9062319116133,8.63889876633501,6.5458819403062,2.67045816346061,1.0664251708158,3.80940058597725,1.41005914528282,0.0956791592736867,2.83544414444976,0,0,0,0.00110821593399128,12.9417158644912,0.0136409806242914,0.00751581512391123,0.020560592995839,0
"Sub2","d1","A","Ctl-S",1,83.533620386049,64.7077650825555,147.750651670796,0,17.7208201005357,20.1314498866854,35.9101801162194,7.66159681365198,3.60778361286664,0,0,0,0.387545821830408,0,0.0112997128904516,0.00146542249951782,0.0755948781067411,0
"Sub2","d1","B","Ctl-S",1,79.2136646628922,53.3313324424258,80.9629008228168,0,11.1467208254096,9.09255645635572,15.5806150604539,4.93435178536634,2.73682957816064,0,0,0,2.80901666314596,0,0.0134104810180801,0.000601570169126701,0.151940414330186,0
"Sub2","d1","C","Ctl-S",1,103.864842527763,34.4391663461123,42.2278096297823,4.91269454957331,6.49146738952462,4.91864479056328,10.773453205415,7.78744332376961,3.14997885258142,0,0,0,1.07808887552378,14.0613998225002,0.0132645907301292,0.00522076495358124,0.0549468979037912,0
"Sub2","d2","A","Ctl-S",1,756.771154127957,1585.21246909886,5271.73348609377,188.405950761116,34.2068759618487,125.838382085324,46.7098681707621,1.37367214297641,5.65874377769518,0,0,0,0.412505966948401,0,0.0340886088127117,0.0025096863225885,0.836675143388672,0
"Sub2","d2","B","Ctl-S",1,1491.12483592116,2847.10825511682,7006.58254664122,79.1943716232898,31.7165886855151,64.6832564473619,28.6185852435448,1.42380143252258,2.65169797979407,0,0,0,2.53290541767705,0,0.0159358070117442,0.00580829553900679,0.315326136145377,0
"Sub2","d2","C","Ctl-S",1,2306.80394042866,772.591968418224,874.536898557725,132.962281516716,6.57310210830557,5.13674093714853,11.2223794386991,2.36892181284203,3.2017422662043,0,0,0,1.16507825997712,11.987971557318,0.0137428230907303,0.00298476447865223,0.0509317725251221,0
"Sub2","d3","A","Ctl-S",1,299.948522547191,530.857080371308,1835.95811779064,28.9484484949949,39.3498747800856,138.643328369935,55.3892440613215,1.80763474915329,6.042853599388,0,0,0,0.514502055131733,0,0.170980744137568,0.00467385300899256,2.53908335288775,0
"Sub2","d3","B","Ctl-S",1,346.130472684355,666.071012424497,1833.26713405076,4.80917607981171,40.7433135521771,87.6581697528699,30.1316401593457,1.89105405302977,3.19348275822415,0,0,0,2.78935772097144,0,0.0335722536495137,0.0013481623401366,0.826473407944231,0
"Sub2","d3","C","Ctl-S",1,575.328882167489,197.735735616407,226.998524091781,27.6792097759638,7.36689582224718,5.70323004821724,12.3589810964528,2.62934703491621,3.29813060359135,0,0,0,1.22122186550386,11.1693028117916,0.0142707819103004,0.00301665433979431,0.0651805714268906,0
"Sub3","d0","A","Ctl-S",1,8.44324409192946,10.0670395154705,5.6380108575671,2.43768406631757,0.995333327321353,3.34114729711441,1.50605164657374,1.75897151419928,2.10690155394169,0,0,0,0.00798896149477111,10.4767473523384,0.00445687081775076,0.00265447441791424,0.0307563601696316,0
"Sub3","d0","B","Ctl-S",1,7.35857845687451,9.67825103338066,5.37641705050797,2.32332217077828,0.779823271085845,2.80790423838966,1.22489481489944,2.19142867222206,1.83290903255801,0,0,0,0.00597986840043534,7.91450230554789,0.0040374347530643,0.000775091457536605,0.0256124400477859,0
"Sub3","d0","C","Ctl-S",1,11.5137819106658,11.5184633755191,6.25751214046229,3.2494733437168,0.934820564893591,3.3512998589092,1.49881298730243,1.44407783597153,2.12797149403451,0,0,0,0.00695395609561321,8.74706047400455,0.00503427142181829,0.00403781050751987,0.0271463147854321,0
"Sub3","d1","A","Ctl-S",1,74.4461278521694,9.26306891529584,5.72575136198548,6.39919740379719,2.01052970699858,2.69402718665451,4.07394596105295,0.110239034758284,1.72261895806737,0,0,0,0.230771352394558,68.7546553201044,0.00373823528320141,0.00126677490244788,0.0358124565725714,0
"Sub3","d1","B","Ctl-S",1,85.5209790798124,10.4819211017973,6.90016883395535,7.24660252106164,2.61737293212144,2.76865008387889,5.43721598506956,0.0975745146215266,1.82180404630259,0,0,0,0.241311579733058,92.5213202598007,0.00377708539204778,0.0060243590258209,0.0320227544473813,0
"Sub3","d1","C","Ctl-S",1,76.7624048491072,12.4633694614244,8.29777684875724,7.53844952687379,2.88199230888782,3.14493746199925,6.18212528299226,0.126214570248066,2.05976046776697,0,0,0,0.316289981915915,85.5792875766943,0.00384582590679091,0.00156777696802572,0.0459384914945153,0
"Sub3","d2","A","Ctl-S",1,1491.63056114795,185.123815842524,117.679714434072,102.9758005762,2.27705434899766,2.85853157438379,4.55752815665238,2.37963538449746,2.06736391923585,0,0,0,0.252023561079747,63.8956726778078,0.00419583661036578,0.00242089168230548,0.0362570498940669,0
"Sub3","d2","B","Ctl-S",1,1221.64616777837,161.776400462084,101.183189714643,94.6109982879956,2.72650854144825,2.79283049511858,5.69414482393262,1.57010905952654,1.76186528369956,0,0,0,0.271668039383533,76.518983480009,0.00382264883568008,0.00194636369745822,0.0305766683740866,0
"Sub3","d2","C","Ctl-S",1,1247.41574863158,199.373210703108,122.517146140282,125.841739752411,2.56982015977386,2.83293697106584,4.86608581883667,1.51930009634391,1.80503387020625,0,0,0,0.269271481307103,54.9029847665161,0.00476675110837633,0.00214721072085641,0.0420793507765128,0
"Sub3","d3","A","Ctl-S",1,1525.05189799315,200.373951732536,129.211704617701,155.839561327385,2.21566339431599,2.88105602689712,4.3483809957328,2.55787207887483,1.72747537721244,0,0,0,0.245157617836853,46.0811933265408,0.00424357601418105,0.00289867033177568,0.040109479832206,0
"Sub3","d3","B","Ctl-S",1,3541.74265720461,482.172791993088,312.515146920136,322.090268318767,3.0957353098551,3.06266052616983,6.5004146734919,2.27074862464366,1.96821548692125,0,0,0,0.297253780833723,84.1970980478632,0.00463449157636757,0.00185734691588845,0.0395271818871447,0
"Sub3","d3","C","Ctl-S",1,1971.46426222865,329.015911035752,199.448562882881,224.969266889335,3.208095202854,3.02670722395241,6.2303026504774,2.03144766118835,1.90823355611651,0,0,0,0.310243649602551,52.1496489394142,0.00539874585977271,0.00614739097718902,0.0468065919577217,0
"Sub4","d0","A","Ctl-S",1,6.42456321879665,13.4845577095079,8.53921105054865,2.34704046936795,0.69266099727981,2.88753380732216,1.19353164710753,5.4516137517647,0.0740251499557033,0,0,0,0.00239682571329047,20.9751334092012,0.0168141577263459,0.000461481202370813,0.0408316575340554,0
"Sub4","d0","B","Ctl-S",1,6.08416010497517,13.9230741348517,8.19358623812212,2.05952524168813,0.559211344107297,2.65621706604775,1.02231973581951,3.96578209579012,0.0502705441469506,0,0,0,0.00200452034781284,15.6005594411549,0.0166419264921681,0.0014867079006887,0.0364428557739634,0
"Sub4","d0","C","Ctl-S",1,5.86386227975383,13.8488416085212,8.92319686704131,1.9886857231375,0.520187179229444,2.67708942780419,0.964602601041251,6.86491342481432,0.0349167751482062,0,0,0,0.00181430768677094,18.1650404079484,0.0155821906163889,0.00122663932487612,0.0357160581681691,0
"Sub4","d1","A","Ctl-S",1,64.743628428681,38.2568736272999,110.634397572114,0,26.0500906176435,5.29072244332165,63.9725906862158,0.0841642817471984,0.0688702093186928,0,0,0,0.00832626495978434,137.299240355957,0.0250857673012102,0.000841657515534915,0.178574806023497,0
"Sub4","d1","B","Ctl-S",1,60.0683819616513,33.9510685483337,108.744436085836,0.0632267866510498,26.2951141388754,5.60907244233471,67.3488870916334,0.0903916185435306,0.0411615659493616,0,0,0,0.00837328265738468,134.853763855864,0.0248151858884629,0.00237409670787417,0.170783304605425,0
"Sub4","d1","C","Ctl-S",1,55.4305926781861,38.1860607559325,128.215775942485,0,30.2938929502626,7.38339266770952,72.4909631575678,0.119358285880849,0.100837188549915,0,0,0,0.0115192537589602,152.719709488174,0.028150747501836,0.000621786543023915,0.156625489348343,0
"Sub4","d2","A","Ctl-S",1,248.874077197058,417.64512112375,1785.56801865535,1.96759127866241,30.0555230619817,25.2380072745332,63.0513883827087,7.82605553089862,0.156599513002594,0,0,0,0.0148899190862892,147.194415141563,0.0271034954817227,0.00108313875490259,0.439511578209177,0
"Sub4","d2","B","Ctl-S",1,280.23308525401,533.475015754593,2090.94865380556,2.47902825660873,29.3231383652389,23.1600730086835,66.3738574924065,8.529055755508,0.154767640670224,0,0,0,0.0155100230897198,108.722689516431,0.034521740595369,0.00237071913792611,0.383829070329583,0
"Sub4","d2","C","Ctl-S",1,207.836918224368,368.561089348788,1663.26261275524,2.79754843438041,32.0052203695795,26.4468598324321,67.0647306479177,9.63967910088463,0.298006100937467,0,0,0,0.0192637687649948,121.016295849795,0.0317167864651557,0.00186347849348955,0.492656433992442,0
"Sub4","d3","A","Ctl-S",1,907.268018043052,1739.46539198097,6656.01014098372,10.8836001771782,35.8508572590985,44.8587092341547,63.3201712129968,1.25608678281499,0.269195304576846,0,0,0,0.0224109403268288,217.295353820811,0.0341335712828932,0.00131288583088798,0.471173669944492,0
"Sub4","d3","B","Ctl-S",1,599.648764258948,1147.66814646399,4330.89610036731,5.52043948878183,34.722795293355,42.593484733828,63.2323683097054,1.28376621730695,0.262433989867882,0,0,0,0.0218957166411635,166.998164184319,0.0402303522265615,0.00194772337181679,0.337256593437998,0
"Sub4","d3","C","Ctl-S",1,658.683762077285,1255.71578525329,5175.62164139988,7.75583899595758,37.5805396435693,47.7078919201313,67.735827863119,1.02681007174711,0.529248877306573,0,0,0,0.030640488590887,202.868422998904,0.0411154501317553,0.00212743882779414,0.433516427725678,0
"Sub5","d0","A","Ctl-S",1,1.00360003684476,6.79720622297394,1.99440172412029,1.77018741747223,0.96564522330992,1.60359764438963,1.56556364252859,4.15966502894577,0.307347958004575,0,0,0,0.00499910141669508,7.98841499728606,0.00245719035629177,0.00360945370582999,0.0218223559666895,0
"Sub5","d0","B","Ctl-S",1,0.793784070265085,6.43753883755045,1.60311622578863,2.03865746422338,1.11153606800158,1.92331017300129,1.64716718423244,7.31846462110792,0.293959464086663,0,0,0,0.0055750363432312,9.13889609000217,0.00111235225102808,0.0076995979612149,0.0227858101405969,0
"Sub5","d0","C","Ctl-S",1,0.582906562353835,5.48562199886991,1.49483323463794,1.90119470991746,1.06325655979873,1.63242281841249,1.63344428760641,3.16824332991319,0.260327180298181,0,0,0,0.00496362880130451,8.55685889584473,0.00169683149654134,0.00814841422166922,0.0118096290278792,0
"Sub5","d1","A","Ctl-S",1,372.932195903465,64.0851883755971,15.776575095277,25.9907773363021,1.85066204254016,1.75923455969981,3.32218978846262,2.73113343120241,0.284211785085895,0,0,0,0.0297011923943604,120.43981807309,0.00422028504444966,0.00267383983025609,0.0240804840025197,0
"Sub5","d1","B","Ctl-S",1,434.821528050364,81.4392485311546,21.0808288530856,47.6798673249705,1.89619668166509,1.70566995800029,3.28126911907964,2.73523391304531,0.254274783371032,0,0,0,0.0258371766820336,105.100649241485,0.00375984444381695,0.00596950392006458,0.0273251855730962,0
"Sub5","d1","C","Ctl-S",1,357.600242888584,56.2850440416711,14.9700098688785,39.2591622652941,2.03231438142499,1.76590201982362,3.7271530110682,3.02978972096308,0.281670654740272,0,0,0,0.0248180829900528,107.296784340718,0.00313565721250862,0.00910945371221349,0.0285160776800931,0
"Sub5","d2","A","Ctl-S",1,61.2033806006695,11.7813968067224,3.0319782100508,6.51657298283436,1.89941350022281,1.73361323517224,3.29326375666528,0.083418783413336,0.230849905541932,0,0,0,0.0273734444206453,110.984199233945,0.00274667884058538,0.00655583272068394,0.0284849541695214,0
"Sub5","d2","B","Ctl-S",1,77.4658254874668,14.976823310852,3.81159645869673,6.57017024835024,2.05693556012715,1.87260095088463,3.68309566562359,0.0657390896729242,0.260241492140951,0,0,0,0.0269965930726598,118.751958876701,0.00231253399454724,0.00157411364951724,0.0265504658075737,0
"Sub5","d2","C","Ctl-S",1,46.1677856326836,7.37672844859212,1.7718718607237,4.11343298308264,1.64996612895677,1.54690482491659,3.17607613316013,0.101000965272604,0.200354302492439,0,0,0,0.0228778364787935,91.310279661677,0.00305941070002129,0.00165618611391455,0.0274759935515525,0
"Sub5","d3","A","Ctl-S",1,1327.21545921072,236.312405925499,89.4997213768769,124.211750213202,2.14559820617202,2.09925111572988,3.90549498520252,1.4450281538467,0.286563855916463,0,0,0,0.0318808229560419,115.730458918094,0.00322496418558304,0.00138839827942415,0.029058853874497,56.090596289596
"Sub5","d3","B","Ctl-S",1,897.925480083624,173.018862622794,63.0931171223321,78.1409987922682,2.2133731447915,2.08783490047011,3.96261873817014,1.70441158617541,0.322407843452287,0,0,0,0.0306477723379539,113.417388666828,0.00151057666365821,0.0101555408245675,0.03591175150101,51.9010523271873
"Sub5","d3","C","Ctl-S",1,1536.09542022221,258.689893425378,95.8364688360051,140.921574577421,6.8887962391881,5.84169086128153,12.7352475420067,3.21600264191281,1.35626517919586,0,0,0,0.083691525211196,402.723884372693,0.00801497573364747,0.0108828393832915,0.0843773513738644,146.014595577802
"Sub1","d0","A","Ctl-S",2,77.2213395293351,76.215778245259,33.2789607226925,12.7884089657472,0.999483462937399,3.22063523112597,1.47964030695632,0.800424085031813,0,0,0,0,0,5.37453918643706,0.0141617144636612,0,0.0291345608828937,0
"Sub1","d0","B","Ctl-S",2,81.6868135628207,76.440580008123,35.7323992681623,16.9511898612374,0.954889512689605,3.32294227812624,1.3452283416293,0.842318925504877,0,0,0,0,0,4.7177241471316,0.012660304434334,0,0.025597943254659,0
"Sub1","d0","C","Ctl-S",2,75.8678140758306,92.5863069382824,41.4646337051097,14.2151579322681,1.0496076755993,3.43125755498045,1.70716146574708,0.982814725409966,0,0,0,0,0,6.560183133782,0.0148557514720293,0,0.0380975350189494,0
"Sub1","d1","A","Ctl-S",2,1195.46384112348,198.939356183233,133.489614719492,120.594194343274,1.62670990589972,3.1291382802756,2.64194135627774,2.06087898860176,0,0,0,0,0,166.716067353668,0.0152605126027634,0,0.0292058636582766,0
"Sub1","d1","B","Ctl-S",2,1331.68009408304,230.345101225315,170.201899366714,98.6278013141266,1.7496109526438,3.94091427106577,2.89566166945574,1.89447646110151,0,0,0,0,0,186.428405653914,0.0133835199866875,0,0.0269071649315222,0
"Sub1","d1","C","Ctl-S",2,1153.65620385118,192.505217176573,133.992246888028,89.8658808551745,1.64445166412575,3.63292740588848,2.67208828437437,2.07716499993215,0,0,0,0,0,180.963741146093,0.0129543227266284,0,0.0323346404482229,0
"Sub1","d2","A","Ctl-S",2,1322.75602373726,214.468165781107,151.972132761292,107.509029899345,1.71804533157476,3.61523906417789,2.83942466583315,2.05822355202901,0,0,0,0,0,153.724345679293,0.0104358672655883,0.00117909795518377,0.0220189875362289,0
"Sub1","d2","B","Ctl-S",2,1307.23163128796,223.987999751583,148.626711224833,134.521933112919,1.48739289814229,3.45504942921732,2.45575063853634,1.80561030806614,0,0,0,0,0,129.009339205742,0.012115997193024,0,0.0279723463924138,0
"Sub1","d2","C","Ctl-S",2,1222.85319084136,207.275098379549,133.949366058854,123.02300128764,1.34519420372736,2.95173820650103,2.29988892503615,1.59603718590442,0,0,0,0,0,114.737165667606,0.0115159769545044,0,0.0254306187673636,0
"Sub1","d3","A","Ctl-S",2,1168.12339199908,195.341147655837,139.288281032637,114.848658491123,1.59437542932754,3.64139632870874,2.76659248027387,1.94449225879677,0,0,0,0,0,127.976081882365,0.0103802681018222,0,0.0232122154748181,0
"Sub1","d3","B","Ctl-S",2,1192.06783135907,209.505163622392,142.505058537481,88.2701389796429,1.52604144612118,3.48060298202859,2.4849428481281,1.66150112652355,0,0,0,0,0,126.693337527124,0.010076655904898,0,0.0227270661175807,0
"Sub1","d3","C","Ctl-S",2,1152.1659681528,200.89880843436,137.789505701685,118.788503185574,1.49362530577284,3.3932766059004,2.3523614984411,1.66672168065067,0,0,0,0,0,115.118927726062,0.0102076484030398,0,0.0228509345503052,0
"Sub2","d0","A","Ctl-S",2,66.7104707345419,36.3229227385017,29.4171471233735,10.6709134879644,1.07369017137391,3.58580541316108,1.47059423375073,1.07169112022271,2.71275194001979,0,0,0,0,10.0290343723119,0.00865726516480964,0.00168096152543533,0.0212602571831849,0
"Sub2","d0","B","Ctl-S",2,73.9435851038936,38.9883890974595,32.151339345703,11.2538265129458,1.16752784443243,4.01573302752618,1.57705547029423,1.26286167071635,3.28411691082302,0,0,0,0,10.791756952178,0.00972940442968337,0.00173976654595819,0.0295180124463096,0
"Sub2","d0","C","Ctl-S",2,76.2560917025814,41.1101760414609,34.1610007130359,13.6787259784331,1.30464669323858,4.47083597984588,1.66459173824944,1.34780887748903,3.37172313822556,0,0,0,0,12.4639179048271,0.0101598136470571,0.00280643040050671,0.0275444775828994,0
"Sub2","d1","A","Ctl-S",2,1077.38402053015,439.139837046074,720.305244215632,23.4817697086302,9.31716391951242,11.709271355454,8.39179542496539,18.2271788306676,3.26572014428815,0,0,0,5.54206385583233,17.1579873087701,0.0116146762824773,0.00132183999280466,0.0962979209751597,0
"Sub2","d1","B","Ctl-S",2,1033.49029256149,471.162352469673,814.226795304696,59.0001897363419,12.588101790209,10.9538211643855,30.1353688915684,19.1505606750876,3.22217241876755,0,0,0,0.368079906129949,13.5089338387719,0.0129766856878897,0.000786979420930047,0.176772068875275,0
"Sub2","d1","C","Ctl-S",2,824.11970502116,280.382585731833,256.741350909706,60.7414726737099,3.21758984312275,5.00985068162128,5.30998519227482,5.01903304320821,2.89530319501389,0,0,0,0.240079899517022,12.5402939879855,0.0102179877239417,0,0.0316350075321688,0
"Sub2","d2","A","Ctl-S",2,1447.38346164463,616.193004610281,978.149409137814,575.502243383999,10.9524967690987,14.6231362019604,8.78893056311243,21.5258082863111,3.14340188352273,0,0,0,5.86147959667992,43.8004753535194,0.0165621442640055,0,0.233668621672002,0
"Sub2","d2","B","Ctl-S",2,1179.57334204719,582.949792597568,958.787475946084,755.243345646848,13.2977160073502,15.1991062510122,31.1930062647657,20.3112144346078,3.51074091553326,0,0,0,0.420573047386211,1.91679368879317,0.0147557310960955,0.00228187919369061,0.353903394551666,0
"Sub2","d2","C","Ctl-S",2,897.408527135364,333.35798605885,325.392955858636,93.0903701406114,3.62967618649773,5.33586552599411,5.32568903185817,4.92547634240955,3.01827557438954,0,0,0,0.246474455833901,12.88399849887,0.0125592320033975,0.00228284605441203,0.0286060427612773,0
"Sub2","d3","A","Ctl-S",2,1331.22782317511,590.476998750106,935.968317743751,609.630559717314,11.1308802301159,14.3967433383323,8.29185882197886,21.3557838994131,3.65736894282056,0,0,0,5.99967195172692,46.5158156810733,0.014597394005813,0.00193528337429898,0.189022125803957,0
"Sub2","d3","B","Ctl-S",2,1287.59822484815,644.446740616548,1081.31172621354,1071.22028068957,17.7245902933435,20.0095720637235,40.8056434286753,26.2233527025428,4.45705453920543,0,0,0,0.549230035283317,23.9777333060988,0.0133949673954873,0.000921319950647178,0.35394379980088,0
"Sub2","d3","C","Ctl-S",2,947.272949802096,342.177630568214,329.729584917928,98.054936445829,3.16798823993367,5.18178457235249,5.26070590368545,4.92673120750163,2.71486317467149,0,0,0,0.231892053454684,8.28521551688999,0.0136602807254249,0,0.0353647257081363,0
"Sub3","d0","A","Ctl-S",2,54.1776430548149,36.0392969387913,17.6919489175312,8.19646368340682,0.995911819942789,2.99491927286308,1.67765565183709,1.16323782654434,1.83891352577605,0,0,0,0.00374138505141703,5.09225350367824,0.00414774288955407,0,0.0528695864965789,0
"Sub3","d0","B","Ctl-S",2,55.2154902781861,38.0849058712776,19.2546528501038,10.1354584991558,1.09558818312274,3.02864172792503,1.72160116595601,1.17307100475775,1.6604794216986,0,0,0,0.00466529772592029,6.30492107984409,0.00273597302506604,0,0.049913804643384,0
"Sub3","d0","C","Ctl-S",2,45.4456696669254,32.9553987788065,16.7714900461724,8.90143012999842,1.00264496456945,2.96299377972828,1.61882448175886,1.07306211790259,1.49614740400601,0,0,0,0.00425563917758981,5.04632229673866,0.00160766790946689,0,0.0533258259972128,0
"Sub3","d1","A","Ctl-S",2,1455.96250436999,213.863649647881,153.476776075499,139.056357792267,2.00774575470987,3.18993862741078,2.75452454898619,2.80602452440759,1.71064463551152,0,0,0,0.469990931230653,135.793813413437,0.00597279132007123,0,0.0616750118022733,0
"Sub3","d1","B","Ctl-S",2,1408.72812397155,200.918834039248,189.541601364678,182.906792280912,4.14225651670309,3.43439015350107,10.5502036877897,9.63897727591357,1.79819132880226,0,0,0,0.824912500095622,128.438422035863,0.00611943626245344,0,0.0738234783120104,0
"Sub3","d1","C","Ctl-S",2,1301.17658550728,181.671988342658,126.563800543099,106.252097219887,2.25525501090204,3.68928294997714,3.34080137838012,3.41283461509429,2.35744599723842,0,0,0,0.465617925528117,156.512584014425,0.00519405726214241,0,0.0657780926839223,0
"Sub3","d2","A","Ctl-S",2,1401.77790352326,196.613121494134,132.91484540817,128.471941400217,2.09692160140262,3.04731386573654,2.75792025762424,2.8867290867613,2.00093253752006,0,0,0,0.462874368782116,120.034155527554,0.00649584284285104,0.00111914329665048,0.0591936843126187,0
"Sub3","d2","B","Ctl-S",2,1270.3589666665,190.472589720676,172.36191946993,169.294660478324,4.24996238473486,3.73519692410623,9.64585408971912,9.67369522962246,1.7563522887019,0,0,0,0.77304966390456,116.968892075318,0.006363090904521,0,0.0839334537365172,0
"Sub3","d2","C","Ctl-S",2,1333.7182874701,190.379935762231,134.219011098976,159.555994360442,1.82677685278691,3.27468093493058,2.92565082454283,2.73166262009034,1.6508895670611,0,0,0,0.401196666837618,109.647689281634,0.00528930985891649,0,0.0477377188301472,0
"Sub3","d3","A","Ctl-S",2,1522.24317803715,204.164427576892,152.585763809985,159.383016080843,1.72073097011166,2.94759040136912,2.47882600003567,2.66336894459655,1.4155040880175,0,0,0,0.43436877646984,98.6109439255037,0.00476285875557743,0,0.0633334244871936,0
"Sub3","d3","B","Ctl-S",2,1314.91478716607,184.898129838336,172.85147989931,179.559619693403,4.11577576238811,3.72925157007322,9.81663035263976,9.93040578753387,1.80266199473732,0,0,0,0.819196248890393,106.05999340162,0.00596370105302298,0,0.0831514440490131,0
"Sub3","d3","C","Ctl-S",2,1310.46325701596,184.588241806216,133.808531403392,113.896619286438,2.09509298957075,3.62788763715646,2.97194232134821,3.04743662957808,1.82582905499224,0,0,0,0.422189536491867,118.929203719407,0.00495107773019462,0,0.0542045513967556,0
"Sub4","d0","A","Ctl-S",2,69.7966858322227,60.1677286800171,36.820695220793,12.1215391923679,0.86831003874044,3.44014230637686,1.4220323688244,1.00034354861223,0,0,0,0,0,10.66508053961,0.0180008461685548,0.000789047491799032,0.0587573261991867,0
"Sub4","d0","B","Ctl-S",2,65.7932242442842,59.8774251682311,36.6959479941884,12.3378517636499,0.864805522696544,3.67484913513001,1.32313428407092,1.01508897268825,0,0,0,0,0,13.5498993046672,0.0143020558320824,0,0.0810486455736149,0
"Sub4","d0","C","Ctl-S",2,72.5408081413397,62.2882324484523,37.522488869773,8.54519307788017,0.707032416701649,3.22300921184975,1.4006945595825,0.986126029337615,0,0,0,0,0,10.4981905194387,0.0163074698890112,0.00222906242380329,0.0709076009593838,0
